ordinal,fault_id,paired_fault_id,stuck_at,location_id,site_id,site_key,region,source_net,source_class,source_fanout,fanout_bucket,sink_instance,sink_cell_type,sink_pin,sink_role,stratum,result,screening_decision,xrun_exit_status,run_dir,xrun_log,signature_present,fault_json_present,fault_patch_present
629,BF0315_SA0,BF0315_SA1,0,BL00315,BS028010,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g28074|A2,if_prefetch,pc_id_i[10],hierarchy_boundary,2,2,g28074,NAND2_X1,A2,combinational_input,if_prefetch|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0315_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0315_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
630,BF0315_SA1,BF0315_SA0,1,BL00315,BS028010,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g28074|A2,if_prefetch,pc_id_i[10],hierarchy_boundary,2,2,g28074,NAND2_X1,A2,combinational_input,if_prefetch|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0315_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0315_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
631,BF0316_SA0,BF0316_SA1,0,BL00316,BS028030,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27923|B2,if_prefetch,pc_id_i[1],hierarchy_boundary,2,2,g27923,AOI22_X1,B2,combinational_input,if_prefetch|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0316_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0316_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
632,BF0316_SA1,BF0316_SA0,1,BL00316,BS028030,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27923|B2,if_prefetch,pc_id_i[1],hierarchy_boundary,2,2,g27923,AOI22_X1,B2,combinational_input,if_prefetch|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0316_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0316_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
633,BF0317_SA0,BF0317_SA1,0,BL00317,BS028138,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|\add_167_42/g730|A,if_prefetch,\add_167_42/n_55,combinational_output,2,2,\add_167_42/g730,INV_X1,A,combinational_input,if_prefetch|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0317_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0317_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
634,BF0317_SA1,BF0317_SA0,1,BL00317,BS028138,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|\add_167_42/g730|A,if_prefetch,\add_167_42/n_55,combinational_output,2,2,\add_167_42/g730,INV_X1,A,combinational_input,if_prefetch|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0317_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0317_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
635,BF0318_SA0,BF0318_SA1,0,BL00318,BS028181,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|g6184|A1,if_prefetch,n_26,combinational_output,2,2,g6184,AND2_X2,A1,combinational_input,if_prefetch|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0318_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0318_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
636,BF0318_SA1,BF0318_SA0,1,BL00318,BS028181,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|g6184|A1,if_prefetch,n_26,combinational_output,2,2,g6184,AND2_X2,A1,combinational_input,if_prefetch|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0318_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0318_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
637,BF0319_SA0,BF0319_SA1,0,BL00319,BS028300,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|g6133|A1,if_prefetch,n_35,combinational_output,31,gt_8,g6133,AOI22_X1,A1,combinational_input,if_prefetch|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0319_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0319_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
638,BF0319_SA1,BF0319_SA0,1,BL00319,BS028300,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|g6133|A1,if_prefetch,n_35,combinational_output,31,gt_8,g6133,AOI22_X1,A1,combinational_input,if_prefetch|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0319_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0319_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
639,BF0320_SA0,BF0320_SA1,0,BL00320,BS028438,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|g6089|B1,if_prefetch,n_40,combinational_output,25,gt_8,g6089,AOI22_X1,B1,combinational_input,if_prefetch|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0320_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0320_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
640,BF0320_SA1,BF0320_SA0,1,BL00320,BS028438,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|g6089|B1,if_prefetch,n_40,combinational_output,25,gt_8,g6089,AOI22_X1,B1,combinational_input,if_prefetch|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0320_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0320_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
641,BF0321_SA0,BF0321_SA1,0,BL00321,BS028463,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|\add_167_42/g785|A,if_prefetch,pc_id_o[11],sequential_output,3,3_4,\add_167_42/g785,INV_X1,A,combinational_input,if_prefetch|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0321_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0321_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
642,BF0321_SA1,BF0321_SA0,1,BL00321,BS028463,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|\add_167_42/g785|A,if_prefetch,pc_id_o[11],sequential_output,3,3_4,\add_167_42/g785,INV_X1,A,combinational_input,if_prefetch|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0321_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0321_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
643,BF0322_SA0,BF0322_SA1,0,BL00322,BS028500,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|\add_167_42/g776|A2,if_prefetch,pc_id_o[21],sequential_output,3,3_4,\add_167_42/g776,AND4_X1,A2,combinational_input,if_prefetch|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0322_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0322_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
644,BF0322_SA1,BF0322_SA0,1,BL00322,BS028500,cv32e40p_if_stage_COREV_PULP0_PULP_OBI0_PULP_SECURE0_FPU0_ZFINX0|\add_167_42/g776|A2,if_prefetch,pc_id_o[21],sequential_output,3,3_4,\add_167_42/g776,AND4_X1,A2,combinational_input,if_prefetch|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0322_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0322_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
645,BF0323_SA0,BF0323_SA1,0,BL00323,BS028584,cv32e40p_obi_interface_TRANS_STABLE0|\gen_no_trans_stable.obi_addr_q_reg[12]|D,if_prefetch,\gen_no_trans_stable.obi_addr_q [12],sequential_output,2,2,\gen_no_trans_stable.obi_addr_q_reg[12],SDFFR_X1,D,sequential_data_input,if_prefetch|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0323_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0323_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
646,BF0323_SA1,BF0323_SA0,1,BL00323,BS028584,cv32e40p_obi_interface_TRANS_STABLE0|\gen_no_trans_stable.obi_addr_q_reg[12]|D,if_prefetch,\gen_no_trans_stable.obi_addr_q [12],sequential_output,2,2,\gen_no_trans_stable.obi_addr_q_reg[12],SDFFR_X1,D,sequential_data_input,if_prefetch|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0323_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0323_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
647,BF0324_SA0,BF0324_SA1,0,BL00324,BS028620,cv32e40p_obi_interface_TRANS_STABLE0|\gen_no_trans_stable.obi_addr_q_reg[2]|D,if_prefetch,\gen_no_trans_stable.obi_addr_q [2],sequential_output,2,2,\gen_no_trans_stable.obi_addr_q_reg[2],SDFFR_X1,D,sequential_data_input,if_prefetch|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0324_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0324_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
648,BF0324_SA1,BF0324_SA0,1,BL00324,BS028620,cv32e40p_obi_interface_TRANS_STABLE0|\gen_no_trans_stable.obi_addr_q_reg[2]|D,if_prefetch,\gen_no_trans_stable.obi_addr_q [2],sequential_output,2,2,\gen_no_trans_stable.obi_addr_q_reg[2],SDFFR_X1,D,sequential_data_input,if_prefetch|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0324_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0324_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
649,BF0325_SA0,BF0325_SA1,0,BL00325,BS028636,cv32e40p_obi_interface_TRANS_STABLE0|\gen_no_trans_stable.obi_addr_q_reg[8]|D,if_prefetch,\gen_no_trans_stable.obi_addr_q [8],sequential_output,2,2,\gen_no_trans_stable.obi_addr_q_reg[8],SDFFR_X1,D,sequential_data_input,if_prefetch|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0325_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0325_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
650,BF0325_SA1,BF0325_SA0,1,BL00325,BS028636,cv32e40p_obi_interface_TRANS_STABLE0|\gen_no_trans_stable.obi_addr_q_reg[8]|D,if_prefetch,\gen_no_trans_stable.obi_addr_q [8],sequential_output,2,2,\gen_no_trans_stable.obi_addr_q_reg[8],SDFFR_X1,D,sequential_data_input,if_prefetch|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0325_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0325_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
651,BF0326_SA0,BF0326_SA1,0,BL00326,BS028670,cv32e40p_obi_interface_TRANS_STABLE0|g1258|S,if_prefetch,trans_ready_o,sequential_output,32,gt_8,g1258,MUX2_X1,S,mux_select,if_prefetch|sequential_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0326_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0326_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
652,BF0326_SA1,BF0326_SA0,1,BL00326,BS028670,cv32e40p_obi_interface_TRANS_STABLE0|g1258|S,if_prefetch,trans_ready_o,sequential_output,32,gt_8,g1258,MUX2_X1,S,mux_select,if_prefetch|sequential_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0326_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0326_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
653,BF0327_SA0,BF0327_SA1,0,BL00327,BS028717,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|\inc_add_138_56/g503|A1,if_prefetch,\inc_add_138_56/n_13,combinational_output,4,3_4,\inc_add_138_56/g503,NAND2_X1,A1,combinational_input,if_prefetch|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0327_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0327_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
654,BF0327_SA1,BF0327_SA0,1,BL00327,BS028717,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|\inc_add_138_56/g503|A1,if_prefetch,\inc_add_138_56/n_13,combinational_output,4,3_4,\inc_add_138_56/g503,NAND2_X1,A1,combinational_input,if_prefetch|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0327_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0327_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
655,BF0328_SA0,BF0328_SA1,0,BL00328,BS028846,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|g2493|B1,if_prefetch,n_102,combinational_output,30,gt_8,g2493,AOI22_X1,B1,combinational_input,if_prefetch|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0328_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0328_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
656,BF0328_SA1,BF0328_SA0,1,BL00328,BS028846,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|g2493|B1,if_prefetch,n_102,combinational_output,30,gt_8,g2493,AOI22_X1,B1,combinational_input,if_prefetch|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0328_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0328_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
657,BF0329_SA0,BF0329_SA1,0,BL00329,BS028931,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|g2471|A1,if_prefetch,n_166,combinational_output,2,2,g2471,NAND2_X1,A1,combinational_input,if_prefetch|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0329_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0329_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
658,BF0329_SA1,BF0329_SA0,1,BL00329,BS028931,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|g2471|A1,if_prefetch,n_166,combinational_output,2,2,g2471,NAND2_X1,A1,combinational_input,if_prefetch|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0329_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0329_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
659,BF0330_SA0,BF0330_SA1,0,BL00330,BS029193,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|\inc_add_138_56/g470|A3,if_prefetch,trans_addr_q[29],sequential_output,4,3_4,\inc_add_138_56/g470,AND4_X1,A3,combinational_input,if_prefetch|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0330_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0330_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
660,BF0330_SA1,BF0330_SA0,1,BL00330,BS029193,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|\inc_add_138_56/g470|A3,if_prefetch,trans_addr_q[29],sequential_output,4,3_4,\inc_add_138_56/g470,AND4_X1,A3,combinational_input,if_prefetch|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0330_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0330_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
661,BF0331_SA0,BF0331_SA1,0,BL00331,BS029222,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|\inc_add_138_56/g503|A2,if_prefetch,trans_addr_q[6],sequential_output,5,5_8,\inc_add_138_56/g503,NAND2_X1,A2,combinational_input,if_prefetch|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0331_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0331_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
662,BF0331_SA1,BF0331_SA0,1,BL00331,BS029222,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|\inc_add_138_56/g503|A2,if_prefetch,trans_addr_q[6],sequential_output,5,5_8,\inc_add_138_56/g503,NAND2_X1,A2,combinational_input,if_prefetch|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0331_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0331_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
663,BF0332_SA0,BF0332_SA1,0,BL00332,BS029241,cv32e40p_sleep_unit_COREV_CLUSTER0|g100|A,if_prefetch,fetch_enable_o,sequential_output,3,3_4,g100,INV_X1,A,combinational_input,if_prefetch|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0332_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0332_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
664,BF0332_SA1,BF0332_SA0,1,BL00332,BS029241,cv32e40p_sleep_unit_COREV_CLUSTER0|g100|A,if_prefetch,fetch_enable_o,sequential_output,3,3_4,g100,INV_X1,A,combinational_input,if_prefetch|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0332_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0332_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
665,BF0333_SA0,BF0333_SA1,0,BL00333,BS029247,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9864|A1,irq_control,irq_ack_o,combinational_output,5,5_8,g9864,AND2_X1,A1,combinational_input,irq_control|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0333_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0333_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
666,BF0333_SA1,BF0333_SA0,1,BL00333,BS029247,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9864|A1,irq_control,irq_ack_o,combinational_output,5,5_8,g9864,AND2_X1,A1,combinational_input,irq_control|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0333_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0333_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
667,BF0334_SA0,BF0334_SA1,0,BL00334,BS029248,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9865|A1,irq_control,irq_ack_o,combinational_output,5,5_8,g9865,NAND2_X1,A1,combinational_input,irq_control|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0334_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0334_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
668,BF0334_SA1,BF0334_SA0,1,BL00334,BS029248,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9865|A1,irq_control,irq_ack_o,combinational_output,5,5_8,g9865,NAND2_X1,A1,combinational_input,irq_control|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0334_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0334_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
669,BF0335_SA0,BF0335_SA1,0,BL00335,BS029249,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10004|A1,irq_control,irq_req_ctrl_i,hierarchy_boundary,5,5_8,g10004,NAND2_X1,A1,combinational_input,irq_control|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0335_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0335_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
